sample	chromosome	start_pos	end_pos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
C1R3-22C-D19-E1	NC_134849.1	1	81349889	13747668	68275023	83.9276	7.89015	39	15.8
C1R3-22C-D19-E1	NC_134850.1	1	74365144	9472666	63799869	85.7927	7.92613	39.6	24.1
C1R3-22C-D19-E1	NC_134851.1	1	73464853	8752094	60226777	81.9804	7.00479	39.6	22.7
C1R3-C2R1-22C-D19-E1	NC_134838.1	1	133122103	69408155	130875997	98.3127	63.8181	39.5	33.4
C1R3-C2R1-22C-D19-E1	NC_134839.1	1	115872679	62605821	114672334	98.9641	66.3895	39.5	34.3
C1R3-C2R1-22C-D19-E1	NC_134840.1	1	112047329	58182521	109689799	97.896	63.3741	39.5	33.7
C1R3-C2R1-22C-D19-E1	NC_134841.1	1	104860103	55425983	103310854	98.5226	64.9365	39.5	34.4
C1R3-C2R1-22C-D19-E1	NC_134842.1	1	102992780	44982071	98273813	95.4182	52.0068	39.5	30.2
C1R3-C2R1-22C-D19-E1	NC_134843.1	1	102858672	51043212	100279111	97.4921	60.0825	39.5	33.1
C1R3-C2R1-22C-D19-E1	NC_134844.1	1	98048912	43803740	94204922	96.0795	53.3328	39.5	31.3
C1R3-C2R1-22C-D19-E1	NC_134845.1	1	97139405	41816255	92918890	95.6552	51.1432	39.5	32.1
C1R3-C2R1-22C-D19-E1	NC_134846.1	1	94721750	47876503	92729911	97.8972	61.605	39.5	33.9
C1R3-C2R1-22C-D19-E1	NC_134847.1	1	91363364	43106582	88824153	97.2208	56.8447	39.5	32.6
C1R3-C2R1-22C-D19-E1	NC_134848.1	1	86550376	37955322	82968298	95.8613	52.1056	39.5	30.2
C1R3-C2R1-22C-D19-E1	NC_134849.1	1	81349889	44397956	78532271	96.5364	53.8789	39.4	24.8
C1R3-C2R1-22C-D19-E1	NC_134850.1	1	74365144	34660286	71329817	95.9183	55.6607	39.5	32.4
C1R3-C2R1-22C-D19-E1	NC_134851.1	1	73464853	31133151	69857661	95.0899	50.3353	39.5	30.9
C2R1-14C-D10-E1	NC_134838.1	1	133122103	51207759	129962790	97.6268	40.0886	39.6	32.9
C2R1-14C-D10-E1	NC_134839.1	1	115872679	46024619	114114182	98.4824	41.7026	39.6	33.8
C2R1-14C-D10-E1	NC_134840.1	1	112047329	43177815	108932472	97.2201	40.0967	39.6	33.3
C2R1-14C-D10-E1	NC_134841.1	1	104860103	41021010	102775849	98.0123	40.9952	39.6	33.9
C2R1-14C-D10-E1	NC_134842.1	1	102992780	33154884	96932853	94.1162	32.2651	39.6	29.4
C2R1-14C-D10-E1	NC_134843.1	1	102858672	37761226	99488050	96.7231	37.7486	39.6	32.5
C2R1-14C-D10-E1	NC_134844.1	1	98048912	32542088	93148793	95.0024	33.3882	39.6	30.6
C2R1-14C-D10-E1	NC_134845.1	1	97139405	31200254	91735579	94.437	31.9334	39.6	31.1
C2R1-14C-D10-E1	NC_134846.1	1	94721750	35544811	92162210	97.2978	38.8591	39.6	33.5
C2R1-14C-D10-E1	NC_134847.1	1	91363364	32105206	88085939	96.4128	35.7691	39.6	31.9
C2R1-14C-D10-E1	NC_134848.1	1	86550376	27848038	81876131	94.5994	32.2781	39.6	29.2
C2R1-14C-D10-E1	NC_134849.1	1	81349889	29622461	77604135	95.3955	33.6551	39.5	26.5
C2R1-14C-D10-E1	NC_134850.1	1	74365144	25637463	70617007	94.9598	34.7952	39.6	31.3
C2R1-14C-D10-E1	NC_134851.1	1	73464853	23178987	68840801	93.7058	31.3858	39.6	30.1
C2R1-14C-D20-E1	NC_134838.1	1	133122103	57286269	130632586	98.1299	49.0606	39.6	32.6
C2R1-14C-D20-E1	NC_134839.1	1	115872679	51783133	114537323	98.8476	51.296	39.6	33.5
C2R1-14C-D20-E1	NC_134840.1	1	112047329	48078261	109494137	97.7213	48.7818	39.6	32.9
C2R1-14C-D20-E1	NC_134841.1	1	104860103	45733734	103181014	98.3987	49.9646	39.6	33.4
C2R1-14C-D20-E1	NC_134842.1	1	102992780	36677352	97996190	95.1486	39.104	39.6	29.2
C2R1-14C-D20-E1	NC_134843.1	1	102858672	41883548	100024258	97.2444	45.7418	39.6	32
C2R1-14C-D20-E1	NC_134844.1	1	98048912	36048716	94045877	95.9173	40.5189	39.6	30.2
C2R1-14C-D20-E1	NC_134845.1	1	97139405	34306436	92682899	95.4123	38.5008	39.6	30.8
C2R1-14C-D20-E1	NC_134846.1	1	94721750	39528155	92621077	97.7823	47.2269	39.6	33
C2R1-14C-D20-E1	NC_134847.1	1	91363364	35417906	88672414	97.0547	43.2425	39.6	31.5
C2R1-14C-D20-E1	NC_134848.1	1	86550376	30945202	82689937	95.5397	39.349	39.6	29.3
C2R1-14C-D20-E1	NC_134849.1	1	81349889	35426057	78241986	96.1796	40.6357	39.5	24.4
C2R1-14C-D20-E1	NC_134850.1	1	74365144	28190980	71129169	95.6485	41.8112	39.6	31.2
C2R1-14C-D20-E1	NC_134851.1	1	73464853	25487543	69583402	94.7166	37.828	39.6	29.8
C2R1-22C-D19-E1	NC_134838.1	1	133122103	53419106	130185292	97.7939	46.4883	39.6	33.5
C2R1-22C-D19-E1	NC_134839.1	1	115872679	48025515	114233901	98.5857	48.3138	39.6	34.3
C2R1-22C-D19-E1	NC_134840.1	1	112047329	44861770	109128778	97.3953	46.2512	39.6	33.7
C2R1-22C-D19-E1	NC_134841.1	1	104860103	42901332	102887168	98.1185	47.6724	39.6	34.5
C2R1-22C-D19-E1	NC_134842.1	1	102992780	34823694	97253111	94.4271	37.8758	39.6	30
C2R1-22C-D19-E1	NC_134843.1	1	102858672	39286049	99688534	96.918	43.6569	39.6	33
C2R1-22C-D19-E1	NC_134844.1	1	98048912	33938086	93381483	95.2397	38.9226	39.6	31.3
C2R1-22C-D19-E1	NC_134845.1	1	97139405	32518226	91963320	94.6715	37.2819	39.6	31.9
C2R1-22C-D19-E1	NC_134846.1	1	94721750	37023758	92294905	97.4379	45.0321	39.6	33.9
C2R1-22C-D19-E1	NC_134847.1	1	91363364	33435686	88239363	96.5807	41.5699	39.6	32.5
C2R1-22C-D19-E1	NC_134848.1	1	86550376	29269486	82125704	94.8877	37.8727	39.6	29.8
C2R1-22C-D19-E1	NC_134849.1	1	81349889	34136906	77886332	95.7424	39.3324	39.4	24.6
C2R1-22C-D19-E1	NC_134850.1	1	74365144	26887605	70761341	95.1539	40.6944	39.6	32
C2R1-22C-D19-E1	NC_134851.1	1	73464853	24263946	69159638	94.1398	36.8493	39.6	30.6
C2R2-14C-D20-E1	NC_134838.1	1	133122103	71407337	130470120	98.0079	65.8344	39.5	33.1
C2R2-14C-D20-E1	NC_134839.1	1	115872679	64735973	114451262	98.7733	68.8586	39.5	34.1
C2R2-14C-D20-E1	NC_134840.1	1	112047329	60023812	109360579	97.6021	65.6048	39.5	33.4
C2R2-14C-D20-E1	NC_134841.1	1	104860103	56985331	103061141	98.2844	66.9489	39.5	33.8
C2R2-14C-D20-E1	NC_134842.1	1	102992780	45103468	97582537	94.747	52.2256	39.5	29.5
C2R2-14C-D20-E1	NC_134843.1	1	102858672	51941780	99919918	97.1429	61.2789	39.5	32.6
C2R2-14C-D20-E1	NC_134844.1	1	98048912	44197291	93739920	95.6053	53.9116	39.5	30.7
C2R2-14C-D20-E1	NC_134845.1	1	97139405	41888466	92243743	94.9602	51.2526	39.5	31.4
C2R2-14C-D20-E1	NC_134846.1	1	94721750	48904697	92482367	97.6358	63.0836	39.5	33.5
C2R2-14C-D20-E1	NC_134847.1	1	91363364	43713532	88485581	96.8502	57.8049	39.5	32.1
C2R2-14C-D20-E1	NC_134848.1	1	86550376	38389350	82335139	95.1297	52.8424	39.5	29.9
C2R2-14C-D20-E1	NC_134849.1	1	81349889	45032486	78084641	95.9862	54.3375	39.4	24.2
C2R2-14C-D20-E1	NC_134850.1	1	74365144	34813566	71025678	95.5094	55.9567	39.5	31.8
C2R2-14C-D20-E1	NC_134851.1	1	73464853	31267929	69352355	94.4021	50.6142	39.5	30.3
C2R2-22C-D19-E1	NC_134838.1	1	133122103	52040304	129805034	97.5083	43.2609	39.5	29.8
C2R2-22C-D19-E1	NC_134839.1	1	115872679	47035780	113989959	98.3752	45.2639	39.5	30.9
C2R2-22C-D19-E1	NC_134840.1	1	112047329	43821547	108672953	96.9884	43.1548	39.5	30
C2R2-22C-D19-E1	NC_134841.1	1	104860103	41378569	102553555	97.8004	43.8624	39.5	30.3
C2R2-22C-D19-E1	NC_134842.1	1	102992780	33386620	96377733	93.5772	34.4875	39.5	26.8
C2R2-22C-D19-E1	NC_134843.1	1	102858672	37943011	99234170	96.4762	40.1443	39.5	29.3
C2R2-22C-D19-E1	NC_134844.1	1	98048912	32284487	92574081	94.4162	34.9793	39.5	27.6
C2R2-22C-D19-E1	NC_134845.1	1	97139405	30984531	91050092	93.7314	33.4841	39.5	28.3
C2R2-22C-D19-E1	NC_134846.1	1	94721750	35855276	91910339	97.0319	41.4371	39.5	30.1
C2R2-22C-D19-E1	NC_134847.1	1	91363364	31936164	87668103	95.9554	37.7005	39.5	28.8
C2R2-22C-D19-E1	NC_134848.1	1	86550376	28561041	81260746	93.8884	35.2706	39.5	27.6
C2R2-22C-D19-E1	NC_134849.1	1	81349889	35041692	77218748	94.9218	36.1062	39.4	21
C2R2-22C-D19-E1	NC_134850.1	1	74365144	25399552	70281291	94.5084	36.3645	39.5	28.7
C2R2-22C-D19-E1	NC_134851.1	1	73464853	23122597	68371040	93.0663	33.1512	39.5	27.6
C2R3-14C-D20-E1	NC_134838.1	1	133122103	57347865	130281764	97.8664	52.3005	39.4	32.9
C2R3-14C-D20-E1	NC_134839.1	1	115872679	51891386	114285994	98.6307	54.608	39.4	33.8
C2R3-14C-D20-E1	NC_134840.1	1	112047329	48186530	109121916	97.3891	52.1011	39.4	33.1
C2R3-14C-D20-E1	NC_134841.1	1	104860103	45782567	102902101	98.1327	53.2277	39.4	33.7
C2R3-14C-D20-E1	NC_134842.1	1	102992780	36621622	97223216	94.3981	41.8985	39.4	29.5
C2R3-14C-D20-E1	NC_134843.1	1	102858672	41902888	99697198	96.9264	48.8569	39.4	32.3
C2R3-14C-D20-E1	NC_134844.1	1	98048912	35744789	93364951	95.2228	43.0349	39.4	30.5
C2R3-14C-D20-E1	NC_134845.1	1	97139405	34058287	91883943	94.5898	41.1516	39.4	31.3
C2R3-14C-D20-E1	NC_134846.1	1	94721750	39453816	92292881	97.4358	50.2779	39.4	33.2
C2R3-14C-D20-E1	NC_134847.1	1	91363364	35268456	88243497	96.5852	46.0526	39.4	31.9
C2R3-14C-D20-E1	NC_134848.1	1	86550376	31084110	82032850	94.7805	42.2971	39.4	29.8
C2R3-14C-D20-E1	NC_134849.1	1	81349889	37082742	77844472	95.6909	43.6327	39.3	23.7
C2R3-14C-D20-E1	NC_134850.1	1	74365144	28228063	70715146	95.0918	44.8319	39.4	31.7
C2R3-14C-D20-E1	NC_134851.1	1	73464853	25305519	69046753	93.9861	40.4185	39.4	30.3
C2R3-22C-D19-E1	NC_134838.1	1	133122103	31832350	128050859	96.1905	21.0485	39.6	29.4
C2R3-22C-D19-E1	NC_134839.1	1	115872679	28429193	112874271	97.4123	21.9012	39.6	30.3
C2R3-22C-D19-E1	NC_134840.1	1	112047329	26787742	107306339	95.7688	20.9025	39.6	29.6
C2R3-22C-D19-E1	NC_134841.1	1	104860103	25369955	101518972	96.8137	21.4441	39.6	30.1
C2R3-22C-D19-E1	NC_134842.1	1	102992780	21303192	94367178	91.625	17.251	39.6	26.6
C2R3-22C-D19-E1	NC_134843.1	1	102858672	23794984	97766816	95.0497	19.9259	39.6	29
C2R3-22C-D19-E1	NC_134844.1	1	98048912	20820259	90878697	92.6871	17.7695	39.6	27.5
C2R3-22C-D19-E1	NC_134845.1	1	97139405	20292653	88913733	91.5321	17.0782	39.6	27.9
C2R3-22C-D19-E1	NC_134846.1	1	94721750	22311183	90824378	95.8855	20.4643	39.5	29.7
C2R3-22C-D19-E1	NC_134847.1	1	91363364	20364715	86217245	94.3674	18.9411	39.6	28.5
C2R3-22C-D19-E1	NC_134848.1	1	86550376	17749462	79355590	91.6872	17.2658	39.6	26.7
C2R3-22C-D19-E1	NC_134849.1	1	81349889	22129789	75558014	92.8803	18.2862	39.3	20.5
C2R3-22C-D19-E1	NC_134850.1	1	74365144	16323107	68969668	92.7446	18.5343	39.5	28.3
C2R3-22C-D19-E1	NC_134851.1	1	73464853	15032819	66709869	90.8051	16.8166	39.6	27
C3R1-14C-D20-E1	NC_134838.1	1	133122103	70731888	130978560	98.3898	64.3295	39.5	32.7
C3R1-14C-D20-E1	NC_134839.1	1	115872679	64784691	114888546	99.1507	68.1843	39.5	33.9
C3R1-14C-D20-E1	NC_134840.1	1	112047329	59494034	109804556	97.9984	64.223	39.5	33.2
C3R1-14C-D20-E1	NC_134841.1	1	104860103	57130604	103667422	98.8626	66.4426	39.5	33.7
C3R1-14C-D20-E1	NC_134842.1	1	102992780	45134345	98504741	95.6424	51.4667	39.5	29.3
C3R1-14C-D20-E1	NC_134843.1	1	102858672	51676523	100519716	97.726	60.049	39.5	32.1
C3R1-14C-D20-E1	NC_134844.1	1	98048912	44865729	95075950	96.9679	54.0726	39.5	30.6
C3R1-14C-D20-E1	NC_134845.1	1	97139405	42150304	93103214	95.8449	50.7522	39.5	30.9
C3R1-14C-D20-E1	NC_134846.1	1	94721750	48609462	93026348	98.2101	61.7084	39.5	33.1
C3R1-14C-D20-E1	NC_134847.1	1	91363364	43423114	89089424	97.5111	56.5728	39.5	31.7
C3R1-14C-D20-E1	NC_134848.1	1	86550376	39001448	83477472	96.4496	52.9916	39.5	29.7
C3R1-14C-D20-E1	NC_134849.1	1	81349889	47160444	78666593	96.7015	54.4694	39.4	23.2
C3R1-14C-D20-E1	NC_134850.1	1	74365144	34628073	71807733	96.561	54.8525	39.5	31.4
C3R1-14C-D20-E1	NC_134851.1	1	73464853	31516909	70407375	95.8382	50.2789	39.5	30.2
C3R1-22C-D19-E1	NC_134838.1	1	133122103	21580082	124022519	93.1645	11.3895	39.6	26.5
C3R1-22C-D19-E1	NC_134839.1	1	115872679	19139447	110871534	95.6839	11.8682	39.6	27.2
C3R1-22C-D19-E1	NC_134840.1	1	112047329	18141641	104294895	93.0811	11.2907	39.6	26.7
C3R1-22C-D19-E1	NC_134841.1	1	104860103	17204276	99741396	95.1185	11.6788	39.6	27.2
C3R1-22C-D19-E1	NC_134842.1	1	102992780	14894470	89779060	87.1702	9.53658	39.6	24.1
C3R1-22C-D19-E1	NC_134843.1	1	102858672	16293057	94413374	91.7894	10.8485	39.6	26
C3R1-22C-D19-E1	NC_134844.1	1	98048912	14629846	87879276	89.628	9.96675	39.5	24.9
C3R1-22C-D19-E1	NC_134845.1	1	97139405	14359867	84328566	86.8119	9.49791	39.6	24.9
C3R1-22C-D19-E1	NC_134846.1	1	94721750	15233265	88131781	93.0428	11.0839	39.5	26.6
C3R1-22C-D19-E1	NC_134847.1	1	91363364	14056895	83055423	90.9067	10.3682	39.6	25.6
C3R1-22C-D19-E1	NC_134848.1	1	86550376	12285907	76185694	88.0247	9.56058	39.6	23.8
C3R1-22C-D19-E1	NC_134849.1	1	81349889	17206058	72068567	88.5909	10.4318	39.1	16.5
C3R1-22C-D19-E1	NC_134850.1	1	74365144	11243343	66527728	89.4609	10.085	39.5	25.2
C3R1-22C-D19-E1	NC_134851.1	1	73464853	10582579	64038247	87.1685	9.34973	39.5	24.3
C3R2-14C-D20-E1	NC_134838.1	1	133122103	46622007	129442790	97.2361	37.4042	39.5	32.5
C3R2-14C-D20-E1	NC_134839.1	1	115872679	42296720	114212981	98.5677	39.4578	39.5	33.5
C3R2-14C-D20-E1	NC_134840.1	1	112047329	39145216	108678874	96.9937	37.2427	39.5	33
C3R2-14C-D20-E1	NC_134841.1	1	104860103	37609917	102965550	98.1933	38.6725	39.5	33.5
C3R2-14C-D20-E1	NC_134842.1	1	102992780	30316036	96483235	93.6796	30.0421	39.5	29.2
C3R2-14C-D20-E1	NC_134843.1	1	102858672	34380615	99055081	96.3021	35.0689	39.5	31.9
C3R2-14C-D20-E1	NC_134844.1	1	98048912	30074193	93508854	95.3696	31.6214	39.5	30.5
C3R2-14C-D20-E1	NC_134845.1	1	97139405	28702196	91080586	93.7628	29.9034	39.5	30.6
C3R2-14C-D20-E1	NC_134846.1	1	94721750	32170891	91946497	97.0701	35.8422	39.5	32.8
C3R2-14C-D20-E1	NC_134847.1	1	91363364	29078869	87749468	96.0445	33.083	39.5	31.4
C3R2-14C-D20-E1	NC_134848.1	1	86550376	25671124	81929145	94.6606	30.5347	39.5	29.2
C3R2-14C-D20-E1	NC_134849.1	1	81349889	28910641	77154212	94.8424	31.8371	39.4	24.9
C3R2-14C-D20-E1	NC_134850.1	1	74365144	23185052	70779404	95.1782	32.0645	39.5	31.1
C3R2-14C-D20-E1	NC_134851.1	1	73464853	21255567	68931531	93.8293	29.3239	39.5	29.9
C3R2-22C-D19-E1	NC_134838.1	1	133122103	37201443	127975424	96.1339	25.6235	39.6	30.2
C3R2-22C-D19-E1	NC_134839.1	1	115872679	33349961	113426724	97.8891	26.905	39.6	31.1
C3R2-22C-D19-E1	NC_134840.1	1	112047329	31163478	107530845	95.9691	25.3704	39.6	30.5
C3R2-22C-D19-E1	NC_134841.1	1	104860103	29792609	102132613	97.3989	26.3966	39.6	31.1
C3R2-22C-D19-E1	NC_134842.1	1	102992780	25041524	94674307	91.9232	21.1739	39.6	27.3
C3R2-22C-D19-E1	NC_134843.1	1	102858672	27775696	97898178	95.1774	24.2853	39.6	29.7
C3R2-22C-D19-E1	NC_134844.1	1	98048912	24560465	91942942	93.7725	22.0504	39.6	28.5
C3R2-22C-D19-E1	NC_134845.1	1	97139405	23843333	89198282	91.825	21.0101	39.6	28.4
C3R2-22C-D19-E1	NC_134846.1	1	94721750	25915659	90966000	96.035	24.7166	39.6	30.4
C3R2-22C-D19-E1	NC_134847.1	1	91363364	23784532	86611205	94.7986	23.1669	39.6	29.3
C3R2-22C-D19-E1	NC_134848.1	1	86550376	20869617	80533927	93.0486	21.3071	39.6	27.3
C3R2-22C-D19-E1	NC_134849.1	1	81349889	22485866	75854499	93.2447	22.5529	39.4	24.6
C3R2-22C-D19-E1	NC_134850.1	1	74365144	18997225	69615948	93.6137	22.4223	39.6	28.9
C3R2-22C-D19-E1	NC_134851.1	1	73464853	17615499	67767311	92.2445	20.7166	39.6	27.9
C3R3-22C-D19-E1	NC_134838.1	1	133122103	55489321	129920551	97.595	49.0001	39.5	32.2
C3R3-22C-D19-E1	NC_134839.1	1	115872679	50527784	114492097	98.8085	51.6563	39.5	33.2
C3R3-22C-D19-E1	NC_134840.1	1	112047329	46416108	109035402	97.3119	48.588	39.5	32.6
C3R3-22C-D19-E1	NC_134841.1	1	104860103	44628084	103213326	98.4295	50.381	39.5	33.2
C3R3-22C-D19-E1	NC_134842.1	1	102992780	36254654	97171511	94.3479	40.1093	39.5	29.3
C3R3-22C-D19-E1	NC_134843.1	1	102858672	41035713	99523621	96.7576	46.2829	39.5	31.7
C3R3-22C-D19-E1	NC_134844.1	1	98048912	35739817	94086752	95.959	41.7955	39.5	30.4
C3R3-22C-D19-E1	NC_134845.1	1	97139405	33682609	91608995	94.3067	39.2519	39.5	30.7
C3R3-22C-D19-E1	NC_134846.1	1	94721750	38203366	92284246	97.4267	47.0027	39.5	32.6
C3R3-22C-D19-E1	NC_134847.1	1	91363364	34461018	88164807	96.4991	43.5067	39.5	31.4
C3R3-22C-D19-E1	NC_134848.1	1	86550376	31273598	82456196	95.2696	41.2991	39.5	29.7
C3R3-22C-D19-E1	NC_134849.1	1	81349889	36706156	77631984	95.4297	42.4439	39.4	23.8
C3R3-22C-D19-E1	NC_134850.1	1	74365144	27613653	71232492	95.7875	42.4313	39.5	31.3
C3R3-22C-D19-E1	NC_134851.1	1	73464853	25178166	69436175	94.5162	38.8802	39.5	30.1
C3R3-D20-14-E1	NC_134838.1	1	133122103	52953978	129553389	97.3192	47.1374	39.6	31.8
C3R3-D20-14-E1	NC_134839.1	1	115872679	48416103	114348439	98.6846	49.9114	39.6	32.9
C3R3-D20-14-E1	NC_134840.1	1	112047329	44416910	108751992	97.059	46.9153	39.6	32.2
C3R3-D20-14-E1	NC_134841.1	1	104860103	42496893	103069425	98.2923	48.3711	39.6	32.7
C3R3-D20-14-E1	NC_134842.1	1	102992780	33862157	96476786	93.6733	37.6823	39.6	28.7
C3R3-D20-14-E1	NC_134843.1	1	102858672	38719998	99172330	96.4161	43.978	39.6	31.2
C3R3-D20-14-E1	NC_134844.1	1	98048912	33479202	93629825	95.493	39.3616	39.6	29.8
C3R3-D20-14-E1	NC_134845.1	1	97139405	31503706	90999462	93.6792	36.9277	39.6	30.1
C3R3-D20-14-E1	NC_134846.1	1	94721750	36179781	92043121	97.1721	44.8935	39.6	32.1
C3R3-D20-14-E1	NC_134847.1	1	91363364	32435487	87787514	96.0861	41.2373	39.6	30.9
C3R3-D20-14-E1	NC_134848.1	1	86550376	29280408	81976726	94.7156	38.9118	39.5	29.2
C3R3-D20-14-E1	NC_134849.1	1	81349889	31500773	77170489	94.8624	39.9046	39.4	25.5
C3R3-D20-14-E1	NC_134850.1	1	74365144	25753344	70867838	95.2971	39.7857	39.5	30.7
C3R3-D20-14-E1	NC_134851.1	1	73464853	23521413	69001387	93.9244	36.5295	39.6	29.5
F02	NC_134838.1	1	133122103	83054267	124331820	93.3968	79.3263	39.5	34.2
F02	NC_134839.1	1	115872679	75353324	110174300	95.0822	82.7492	39.5	35.3
F02	NC_134840.1	1	112047329	69792509	103293019	92.187	78.7753	39.5	34.5
F02	NC_134841.1	1	104860103	67128066	98999415	94.4109	81.6934	39.5	35.3
F02	NC_134842.1	1	102992780	54355641	88183594	85.6211	65.5804	39.5	31
F02	NC_134843.1	1	102858672	60040172	93254680	90.6629	73.2084	39.5	33.7
F02	NC_134844.1	1	98048912	51737525	85131394	86.8254	65.4948	39.5	31.8
F02	NC_134845.1	1	97139405	49916092	82556182	84.9873	63.5066	39.5	32.5
F02	NC_134846.1	1	94721750	57309672	86726812	91.5596	76.4379	39.5	34.7
F02	NC_134847.1	1	91363364	50865307	80660664	88.2856	69.4605	39.5	33.1
F02	NC_134848.1	1	86550376	46334252	74156615	85.6803	65.8155	39.5	30.5
F02	NC_134849.1	1	81349889	51831976	70117216	86.1921	67.1379	39.5	25.6
F02	NC_134850.1	1	74365144	40896760	65148987	87.6069	67.887	39.5	32.2
F02	NC_134851.1	1	73464853	37467934	62237338	84.7172	63.0847	39.5	31.3
F03	NC_134838.1	1	133122103	67529537	122679260	92.1554	64.6118	39.5	34.6
F03	NC_134839.1	1	115872679	60569992	109600693	94.5872	66.7519	39.5	35.4
F03	NC_134840.1	1	112047329	56809264	103464110	92.3396	64.4863	39.5	34.8
F03	NC_134841.1	1	104860103	53695306	98798283	94.2191	65.5201	39.5	35.5
F03	NC_134842.1	1	102992780	42137812	87115090	84.5837	50.7698	39.5	30.8
F03	NC_134843.1	1	102858672	49158147	93369061	90.7741	60.3955	39.5	34
F03	NC_134844.1	1	98048912	42017084	85143705	86.838	53.4682	39.5	32.1
F03	NC_134845.1	1	97139405	39677545	82085360	84.5026	50.7176	39.5	33
F03	NC_134846.1	1	94721750	45822307	86894005	91.7361	61.4322	39.5	35.1
F03	NC_134847.1	1	91363364	42109104	81693637	89.4162	58.1754	39.5	33.9
F03	NC_134848.1	1	86550376	37182611	74208700	85.7405	53.3918	39.5	30.8
F03	NC_134849.1	1	81349889	40671010	69895426	85.9195	52.8896	39.4	25.7
F03	NC_134850.1	1	74365144	33193916	65649423	88.2798	55.5282	39.5	32.9
F03	NC_134851.1	1	73464853	29275116	60603646	82.4934	49.3864	39.5	31.1
F04	NC_134838.1	1	133122103	67931007	123202286	92.5483	64.3789	39.6	34.1
F04	NC_134839.1	1	115872679	62238423	110344187	95.2288	68.2243	39.6	35.6
F04	NC_134840.1	1	112047329	57718651	103331933	92.2217	64.7523	39.6	34.6
F04	NC_134841.1	1	104860103	55736647	99086464	94.494	67.4395	39.6	35.5
F04	NC_134842.1	1	102992780	46044180	88361236	85.7936	55.1613	39.6	31
F04	NC_134843.1	1	102858672	49176394	92433579	89.8646	59.5019	39.6	33.6
F04	NC_134844.1	1	98048912	42719560	84469593	86.1505	53.654	39.6	32
F04	NC_134845.1	1	97139405	41071723	81660607	84.0654	52.0923	39.6	33
F04	NC_134846.1	1	94721750	47468349	87067013	91.9187	63.1663	39.6	34.7
F04	NC_134847.1	1	91363364	42207170	80669552	88.2953	57.3297	39.6	33
F04	NC_134848.1	1	86550376	38864547	73025203	84.3731	54.8738	39.6	31.2
F04	NC_134849.1	1	81349889	40750880	70395783	86.5346	56.7315	39.5	28.2
F04	NC_134850.1	1	74365144	34443090	65786624	88.4643	57.056	39.6	33
F04	NC_134851.1	1	73464853	31729165	61698241	83.9833	53.4078	39.6	31.8
F05	NC_134838.1	1	133122103	74781292	121649743	91.3821	70.638	39.6	34.2
F05	NC_134839.1	1	115872679	69720020	110634345	95.4792	76.5964	39.6	35.7
F05	NC_134840.1	1	112047329	63812820	103360910	92.2475	71.9475	39.6	35.2
F05	NC_134841.1	1	104860103	62017577	99044495	94.4539	75.3122	39.6	35.7
F05	NC_134842.1	1	102992780	48992815	86973115	84.4458	58.4815	39.6	30.6
F05	NC_134843.1	1	102858672	55840721	93476247	90.8783	67.8686	39.6	33.9
F05	NC_134844.1	1	98048912	49144471	85617587	87.3213	62.1975	39.6	32.5
F05	NC_134845.1	1	97139405	45460960	80888877	83.2709	57.3118	39.6	32.4
F05	NC_134846.1	1	94721750	52199431	86894412	91.7365	69.3307	39.6	35
F05	NC_134847.1	1	91363364	46806387	80788068	88.425	63.7789	39.6	33.3
F05	NC_134848.1	1	86550376	44505834	73583615	85.0182	63.3244	39.6	30.9
F05	NC_134849.1	1	81349889	45403200	70069039	86.1329	61.9836	39.5	27.4
F05	NC_134850.1	1	74365144	37226636	65126406	87.5765	61.6785	39.6	32.9
F05	NC_134851.1	1	73464853	35239907	62620054	85.2381	59.3455	39.6	31.9
F06	NC_134838.1	1	133122103	64506374	123188971	92.5383	61.1885	39.6	32.7
F06	NC_134839.1	1	115872679	59205850	109853995	94.8058	64.5613	39.6	34.2
F06	NC_134840.1	1	112047329	53223182	103637838	92.4947	59.5734	39.5	32.8
F06	NC_134841.1	1	104860103	52826441	98599442	94.0295	63.757	39.5	34
F06	NC_134842.1	1	102992780	44881567	87727120	85.1779	53.5832	39.5	30.1
F06	NC_134843.1	1	102858672	48356305	92092688	89.5332	58.3024	39.6	32.4
F06	NC_134844.1	1	98048912	44455995	85983877	87.6949	56.1754	39.5	31.8
F06	NC_134845.1	1	97139405	41088227	82333719	84.7583	51.974	39.5	31.7
F06	NC_134846.1	1	94721750	44722098	86233326	91.0386	58.8525	39.5	33.1
F06	NC_134847.1	1	91363364	40919234	81554881	89.2643	55.6433	39.5	32.2
F06	NC_134848.1	1	86550376	42938634	74466605	86.0385	61.0898	39.5	31.2
F06	NC_134849.1	1	81349889	43317093	69899961	85.9251	58.5698	39.5	26.7
F06	NC_134850.1	1	74365144	34420950	65971515	88.713	57.1497	39.5	32.2
F06	NC_134851.1	1	73464853	31520429	60799702	82.7603	52.8554	39.5	31
F1-GR-E2	NC_134838.1	1	133122103	81041934	124432453	93.4724	77.6462	39.5	35.2
F1-GR-E2	NC_134839.1	1	115872679	72619350	110026117	94.9543	79.8596	39.5	35.8
F1-GR-E2	NC_134840.1	1	112047329	68014127	103151515	92.0607	76.9268	39.5	35.7
F1-GR-E2	NC_134841.1	1	104860103	64657073	98767653	94.1899	78.8434	39.5	36
